id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
658638185191740358,Home in Albany · ★5.0 · 3 bedrooms · 3 beds · 1 bath,466389096,Patrice,,FIRST WARD,42.6374547,-73.7716647,Entire home/apt,179,5,5,2023-09-22,0.34,3,365,4,
662132809952482192,Home in Albany · 4 bedrooms · 3 beds · 1.5 baths,466389096,Patrice,,FIRST WARD,42.6382401,-73.7719405,Entire home/apt,139,5,1,2022-07-15,0.07,3,273,0,
667644674529935702,Rental unit in Albany · ★4.96 · 1 bedroom · 2 beds · 1 bath,439560254,Sean,,SIXTH WARD,42.65541380925019,-73.76367520540953,Entire home/apt,118,2,56,2023-09-17,3.92,1,64,46,
668608096674070882,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,382970529,Thomas,,FOURTEENTH WARD,42.66758,-73.7992,Private room,99,1,74,2023-09-25,5.00,5,171,60,
668608486588067880,Home in Albany · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,382970529,Thomas,,FOURTEENTH WARD,42.66764,-73.79908,Private room,82,1,67,2023-09-30,4.53,5,171,53,
669022371438086634,Home in Albany · 3 bedrooms · 5 beds · 1 bath,468871633,Wayne,,FIFTH WARD,42.66381,-73.75919,Entire home/apt,125,7,2,2022-12-22,0.16,1,305,1,
677623197606854496,Rental unit in Albany · ★4.86 · 2 bedrooms · 2 beds · 1 bath,203631769,Johnny,,SECOND WARD,42.64531,-73.75963,Entire home/apt,68,2,27,2023-05-27,1.98,1,0,22,
677763754609430189,Townhouse in Albany · ★4.89 · 3 bedrooms · 3 beds · 1 bath,471187792,Romel,,THIRTEENTH WARD,42.6694413,-73.79749410000001,Entire home/apt,142,1,46,2023-09-24,3.28,1,134,38,
681241051140825073,Home in Albany · ★5.0 · 3 bedrooms · 3 beds · 1 bath,376794541,Neha,,ELEVENTH WARD,42.66305,-73.77726,Private room,49,10,5,2023-09-27,0.82,3,99,5,
681264183196450583,Home in Albany · ★5.0 · 3 bedrooms · 3 beds · 1 shared bath,376794541,Neha,,ELEVENTH WARD,42.66286,-73.77817,Private room,48,10,9,2023-08-29,0.63,3,258,5,
681937608147268080,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,466389096,Patrice,,FIRST WARD,42.63716,-73.77227,Entire home/apt,81,7,0,,,3,273,0,
681952268271889535,Vacation home in Albany · 2 bedrooms · 2 beds · 1 bath,461579260,Md,,SECOND WARD,42.646896,-73.757612,Entire home/apt,140,1,2,2023-08-20,0.28,3,29,2,
682687626408133288,Rental unit in Albany · ★4.76 · 4 bedrooms · 4 beds · 2 baths,232967878,Diana,,TENTH WARD,42.66172,-73.78497,Entire home/apt,179,1,66,2023-09-16,4.68,18,76,56,
684100173908872919,Condo in Albany · ★4.42 · 1 bedroom · 2 beds · 1 bath,1176120,Julia,,THIRD WARD,42.65732,-73.75676,Entire home/apt,100,1,66,2023-09-24,4.67,3,87,53,
685516018052013053,Rental unit in Albany · ★4.60 · 1 bedroom · 1 bed · 1 bath,392074908,Jerry,,SEVENTH WARD,42.64759,-73.77049,Entire home/apt,106,2,5,2023-08-27,0.36,7,360,3,
687496906843024117,Vacation home in Albany · ★3.25 · 3 bedrooms · 3 beds · 1 bath,461579260,Md,,SECOND WARD,42.64621,-73.75723,Entire home/apt,165,1,4,2023-05-28,0.33,3,29,4,
688355255688353452,Vacation home in Albany · ★4.08 · 3 bedrooms · 4 beds · 1 bath,461579260,Md,,SECOND WARD,42.646896,-73.757612,Entire home/apt,169,1,12,2023-07-26,0.87,3,364,7,
689719338468663432,Condo in Albany · ★4.94 · 1 bedroom · 1 bed · 1 bath,1717342,David,,SIXTH WARD,42.654057650371506,-73.76071299629517,Entire home/apt,98,1,108,2023-09-28,7.92,2,321,97,
691212803264918638,Home in Albany · ★4.81 · 2 bedrooms · 2 beds · 1.5 baths,474507921,Hyacinth,,TENTH WARD,42.66344638300454,-73.78874121586915,Private room,50,1,21,2023-04-09,1.63,1,0,19,
692807914756117019,Rental unit in Albany · ★4.89 · 1 bedroom · 1 bed · 1 bath,67337944,Rabia,,ELEVENTH WARD,42.6623,-73.777,Entire home/apt,125,1,46,2023-09-18,4.98,1,349,46,
695129027343234397,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,130759460,Kelsey,,EIGHTH WARD,42.64971,-73.80079,Entire home/apt,200,4,7,2023-08-26,0.64,1,0,7,
695900524692600541,Home in Albany · ★4.88 · 1 bedroom · 1 bed · 2 shared baths,442491470,Brigid,,ELEVENTH WARD,42.66197,-73.77512,Private room,38,5,8,2023-03-19,0.60,4,89,6,
700172695352977293,Home in Albany · ★4.50 · 1 bedroom · 1 bed · 1.5 shared baths,442491470,Brigid,,ELEVENTH WARD,42.66247,-73.77469,Private room,34,4,12,2023-07-25,0.90,4,336,8,
701379517805972295,Rental unit in Albany · ★4.82 · 1 bedroom · 1 bed · 1 bath,178347010,Jose,,FIFTH WARD,42.66692,-73.765,Entire home/apt,44,3,22,2023-08-20,1.78,1,21,21,
705081370739410881,Home in Albany · ★4.57 · 1 bedroom · 1 bed · 1 shared bath,442491470,Brigid,,TENTH WARD,42.66274,-73.78123,Private room,42,3,7,2023-03-06,0.53,4,304,5,
705660262559003663,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,353498132,Michael,,SECOND WARD,42.64577,-73.7583,Entire home/apt,110,13,3,2023-08-13,0.32,5,291,3,
708040907580174096,Home in Albany · ★4.50 · 1 bedroom · 1 bed · 2 shared baths,478008190,Edward,,FOURTEENTH WARD,42.66008,-73.79816,Private room,27,30,4,2023-08-16,0.42,3,313,4,
708060437684762754,Home in Albany · 1 bedroom · 1 bed · 2 shared baths,478008190,Edward,,FOURTEENTH WARD,42.659297007542705,-73.79720147699118,Private room,27,30,2,2023-05-23,0.17,3,327,2,
708067736362606372,Home in Albany · ★3.50 · 1 bedroom · 1 bed · 2 shared baths,478008190,Edward,,FOURTEENTH WARD,42.65935889426801,-73.7972692027688,Private room,27,30,4,2023-08-05,0.38,3,335,4,
708148232281445824,Rental unit in Albany · ★4.65 · 2 bedrooms · 2 beds · 1 bath,426253886,Aggie,,SECOND WARD,42.64638,-73.76146,Entire home/apt,95,1,20,2023-09-16,1.64,2,350,20,
712542707120872702,Condo in Albany · ★5.0 · 3 bedrooms · 6 beds · 2 baths,476189412,Timothy,,SECOND WARD,42.6468502,-73.7587258,Entire home/apt,195,30,6,2023-08-01,0.50,1,365,6,
715589505715983809,Townhouse in Albany · ★3.67 · 1 bedroom · 3 beds · 1 bath,121680792,Evolve,,SIXTH WARD,42.65531,-73.76449,Entire home/apt,86,2,6,2023-03-15,0.48,7,0,4,
717373135846408345,Rental unit in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,232967878,Diana,,THIRTEENTH WARD,42.6732,-73.79199,Entire home/apt,142,2,27,2023-09-03,2.39,18,75,27,
723956857052424266,Home in Albany · ★4.91 · 4 bedrooms · 4 beds · 2 baths,10279606,Nori,,NINTH WARD,42.65691,-73.78389,Entire home/apt,185,1,81,2023-09-19,7.62,1,132,81,
724566770267420045,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,360287870,Mela,,SIXTH WARD,42.6513719,-73.7673156,Entire home/apt,117,2,5,2023-09-24,5,1,353,5,
729131709113603445,Rental unit in Albany · ★4.87 · 1 bedroom · 1 bed · 1 bath,481974689,Lucy,,THIRD WARD,42.65103,-73.7574,Entire home/apt,150,3,23,2023-04-29,1.93,1,0,23,
733964865705013296,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,502037254,Andrew,,SIXTH WARD,42.65035,-73.76549,Entire home/apt,110,14,1,2023-03-26,0.16,1,269,1,
735879623743921266,Rental unit in Albany · ★4.83 · 1 bedroom · 1 bed · 1 bath,44434571,Earl,,THIRD WARD,42.64564,-73.75261,Entire home/apt,109,1,24,2023-08-26,2.14,4,345,24,
736122518072082645,Rental unit in Albany · ★4.50 · 2 bedrooms · 4 beds · 1.5 baths,121680792,Evolve,,SIXTH WARD,42.65245,-73.76294,Entire home/apt,204,2,8,2023-07-09,0.72,7,50,8,
736893992132754814,Rental unit in Albany · 1 bedroom · 1 bed · 1 shared bath,77367219,Elizabeth,,SIXTH WARD,42.65643,-73.76402,Private room,60,30,2,2022-11-28,0.19,1,277,2,
737574278276037589,Rental unit in Albany · ★4.82 · 4 bedrooms · 4 beds · 1 bath,232967878,Diana,,TENTH WARD,42.66069,-73.78555,Entire home/apt,185,1,28,2023-09-04,2.60,18,85,28,
739722503092755616,Home in Albany · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,98744672,Bela,,NINTH WARD,42.6543178,-73.7818222,Private room,50,2,11,2023-07-24,0.97,8,359,11,
743600140734706394,Rental unit in Albany · ★4.75 · 1 bedroom · 1 bed · 1 bath,484673863,Blossom Estates,,NINTH WARD,42.65569,-73.77685,Entire home/apt,114,1,4,2023-01-26,0.43,2,328,4,
744430701454304507,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,65414985,James,,SEVENTH WARD,42.6496,-73.76792,Entire home/apt,81,2,4,2023-05-25,0.70,2,245,4,
746385432544422794,Home in Albany · ★4.50 · 1 bedroom · 1 bed · 1.5 shared baths,442491470,Brigid,,TENTH WARD,42.66054,-73.77447,Private room,34,4,4,2023-09-04,0.85,4,351,4,
751421033442627559,Rental unit in Albany · ★4.89 · 2 bedrooms · 2 beds · 1 bath,486073806,Keneisha,,FIFTH WARD,42.66648,-73.76831,Entire home/apt,91,2,9,2023-09-17,1.20,1,358,9,
752118894541630543,Condo in Albany · ★4.88 · 2 bedrooms · 2 beds · 1 bath,258664571,Vorakij,,SECOND WARD,42.64439384900326,-73.75975701534425,Entire home/apt,146,2,24,2023-09-24,3.30,2,351,24,
752337379205662422,Condo in Albany · ★4.88 · 2 bedrooms · 2 beds · 1 bath,258664571,Vorakij,,SECOND WARD,42.6444412,-73.75971410000001,Entire home/apt,160,2,16,2023-09-22,2.84,2,356,16,
756752556396798800,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,69729286,Musab,,SIXTH WARD,42.65259,-73.76732,Private room,50,3,9,2023-08-20,0.99,2,152,9,
757342235277207834,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,188679144,Elizabeth,,SIXTH WARD,42.65534,-73.76461,Entire home/apt,72,7,9,2023-09-30,0.87,8,275,9,
757978037279611051,Rental unit in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,232967878,Diana,,THIRTEENTH WARD,42.67348,-73.7934,Entire home/apt,128,2,15,2023-08-21,2.05,18,90,15,
761141715827746314,Rental unit in Albany · ★4.94 · 1 bedroom · 1 bed · 1 bath,37769478,Erion,,SIXTH WARD,42.65405,-73.76953,Entire home/apt,106,1,17,2023-09-24,1.76,7,353,17,
764508866835218670,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,6203319,Melissa,,TENTH WARD,42.66117,-73.79091,Private room,75,1,7,2023-08-20,0.69,3,79,7,
771729605341763136,Rental unit in Albany · ★4.10 · 1 bedroom · 1 bed · 1 bath,155027597,Hilrow,,SECOND WARD,42.64755,-73.75842,Entire home/apt,235,1,20,2023-05-14,1.99,1,0,20,
774701102203414342,Home in Albany · ★4.93 · 1 bedroom · 1 bed · 1 bath,261036923,Hasan,,FOURTEENTH WARD,42.6601,-73.80719,Entire home/apt,70,1,27,2023-09-15,2.96,1,158,27,
775645647912379518,Home in Albany · ★4.86 · 2 bedrooms · 2 beds · 2 baths,115597810,Massi,,SIXTH WARD,42.6518469,-73.7642072,Entire home/apt,123,2,21,2023-07-27,2.27,1,0,21,
777068997424722137,Rental unit in Albany · ★4.74 · 1 bedroom · 1 bed · 1 bath,442094566,Queen,,THIRD WARD,42.65725,-73.75065,Entire home/apt,121,1,23,2023-09-24,2.52,1,360,23,
778175939353231150,Bed and breakfast in Albany · 1 bedroom · 2 beds · 1 private bath,19648678,Terra,,NINTH WARD,42.65664,-73.77556,Private room,150,1,1,2023-06-13,0.27,10,139,1,
778188747833047454,Bed and breakfast in Albany · 1 bedroom · 1 bed · 1 private bath,19648678,Terra,,NINTH WARD,42.65561,-73.77613,Private room,150,1,2,2023-07-09,0.36,10,138,2,
782849454465952994,Rental unit in Albany · ★4.89 · 1 bedroom · 1 bed · 1 bath,491607190,Abba,,SIXTH WARD,42.65183,-73.76594,Entire home/apt,115,1,9,2023-08-05,0.99,6,0,9,
784781397995494758,Home in Albany · ★4.56 · 1 bedroom · 1 bed · 1 private bath,491907850,Donna,,FOURTEENTH WARD,42.66298,-73.81361,Private room,50,1,9,2023-08-25,1.18,1,81,9,
786181179052991690,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,188679144,Elizabeth,,THIRD WARD,42.65653,-73.76223,Entire home/apt,74,1,1,2023-08-11,0.58,8,358,1,
786196811078165173,Home in Albany · ★4.86 · 5 bedrooms · 5 beds · 3.5 baths,444163492,Drasana,,FOURTH WARD,42.67996,-73.75352,Entire home/apt,629,2,7,2023-09-11,0.95,1,346,7,
786228331433922432,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,188679144,Elizabeth,,SIXTH WARD,42.65322,-73.76249,Entire home/apt,80,7,0,,,8,364,0,
786316043239579100,Rental unit in Albany · ★4.96 · 1 bedroom · 1 bed · 1 bath,253824490,Tomar & Kash,,FIFTH WARD,42.6591503133547,-73.75431932508945,Entire home/apt,97,2,25,2023-09-17,3.11,1,79,25,
787023821243442039,Home in Albany · ★4.88 · 3 bedrooms · 4 beds · 2 baths,349460842,Scott,,FOURTEENTH WARD,42.6653,-73.7943,Entire home/apt,198,1,24,2023-09-12,3.32,5,346,24,
788301415655396660,Rental unit in Albany · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,232967878,Diana,,SECOND WARD,42.64324,-73.75732,Entire home/apt,150,1,33,2023-09-04,3.61,18,85,33,
793223286704705121,Rental unit in Albany · ★4.80 · 1 bedroom · 1 bed · 1 bath,462767507,Joshua,,SIXTH WARD,42.65489,-73.77061,Entire home/apt,102,3,10,2023-09-21,1.29,3,310,10,
794723189688979530,Rental unit in Albany · ★4.33 · 3 bedrooms · 3 beds · 1 bath,20144241,Carla,,FIFTH WARD,42.67283,-73.77367,Entire home/apt,104,3,3,2023-08-06,0.71,1,206,3,
795541666227926706,Bed and breakfast in Albany · 7 bedrooms · 8 beds · 7 baths,493882819,Terra,,NINTH WARD,42.656329,-73.7752048,Private room,850,1,1,2023-08-13,0.60,6,179,1,
796231143904004713,Bed and breakfast in Albany · ★5.0 · 1 bedroom · 1 bed · 1 private bath,493882819,Terra,,NINTH WARD,42.65582,-73.77541,Private room,136,1,3,2023-09-16,1.27,6,191,3,
796983497677050358,Rental unit in Albany · ★4.30 · 1 bedroom · 1 bed · 1 bath,18760261,Shane,,NINTH WARD,42.6538578,-73.7855281,Entire home/apt,90,3,10,2023-09-29,1.55,1,168,10,
797455132224782470,Home in Albany · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,89705052,Share,,TENTH WARD,42.65741,-73.78034,Private room,60,2,9,2023-09-18,1.10,4,90,9,
798448539017629897,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,222612368,Patrick,,SIXTH WARD,42.65315,-73.77012,Entire home/apt,80,30,2,2023-05-18,0.31,1,272,2,
798715218269100922,Rental unit in Albany · ★4.67 · 1 bedroom · 1 bed · 1 bath,491607190,Abba,,SIXTH WARD,42.65038,-73.76664,Entire home/apt,115,1,3,2023-03-19,0.38,6,14,3,
801365637253057708,Home in Albany · ★4.67 · 3 bedrooms · 5 beds · 1 bath,121680792,Evolve,,THIRTEENTH WARD,42.66958,-73.79722,Entire home/apt,132,2,9,2023-08-27,1.23,7,351,9,
802216634798169031,Bed and breakfast in Albany · ★4.0 · 1 bedroom · 1 bed · 1 private bath,493882819,Terra,,SIXTH WARD,42.65751,-73.77409,Private room,136,1,3,2023-09-03,1.58,6,184,3,
803581476246206291,Rental unit in Albany · ★3.0 · 1 bedroom · 1 bed · 1 bath,23490148,Fran,,TENTH WARD,42.6601122,-73.7754681,Entire home/apt,120,1,4,2023-03-26,0.46,1,321,4,
803604897479679272,Rental unit in Albany · 3 bedrooms · 3 beds · 2 baths,21886921,David,,FOURTEENTH WARD,42.66691,-73.79338,Entire home/apt,125,14,1,2023-06-20,0.29,2,224,1,
803814397190632412,Bed and breakfast in Albany · ★4.67 · 1 bedroom · 2 beds · 1 private bath,493882819,Terra,,NINTH WARD,42.656329,-73.775205,Private room,144,1,3,2023-08-27,1.25,6,187,3,
803867986023966300,Bed and breakfast in Albany · ★4.25 · 1 bedroom · 1 bed · 1 private bath,493882819,Terra,,NINTH WARD,42.656329,-73.775205,Private room,136,1,4,2023-07-28,1.56,6,185,4,
805896945977358156,Rental unit in Albany · ★4.64 · 2 bedrooms · 2 beds · 1 bath,496444061,Diana,,THIRD WARD,42.65588,-73.75332,Entire home/apt,95,1,44,2023-09-22,5.84,1,170,44,
806767523952124375,Home in Albany · ★4.78 · 2 bedrooms · 2 beds · 2 baths,110453341,Alexis,,FIFTH WARD,42.6684126,-73.7684199,Entire home/apt,103,1,18,2023-09-09,2.20,1,334,18,
809524698302742033,Rental unit in Albany · 2 bedrooms · 2 beds · 1 bath,172658781,Jessica,,NINTH WARD,42.65613971519499,-73.79212237894535,Entire home/apt,87,60,0,,,3,177,0,
812481224035365997,Rental unit in Albany · ★4.95 · 2 bedrooms · 2 beds · 1 bath,266096073,Caroline,,THIRTEENTH WARD,42.67239,-73.79418,Entire home/apt,95,1,22,2023-09-25,2.92,1,5,22,
813640070361665090,Rental unit in Albany · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,116935236,Fs,,THIRTEENTH WARD,42.67143614564987,-73.79032550419785,Private room,50,2,5,2023-09-24,2.50,3,335,5,
816085193659797849,Rental unit in Albany · ★4.72 · 1 bedroom · 1 bed · 1 bath,37769478,Erion,,SIXTH WARD,42.65258,-73.76917,Entire home/apt,89,1,18,2023-09-26,2.29,7,362,18,
817160514282672518,Townhouse in Albany · 1 bedroom · 1 bed · 1 bath,121680792,Evolve,,TENTH WARD,42.66011,-73.77547,Entire home/apt,101,2,0,,,7,326,0,
821566342267452838,Home in Albany · 1 bedroom · 1 bed · 1 private bath,177073982,Cristian,,FOURTEENTH WARD,42.66109,-73.80479,Private room,55,2,2,2023-03-09,0.29,2,330,2,
823275570359807298,Townhouse in Albany · 3 bedrooms · 3 beds · 1 bath,500360485,Manjano,,SIXTH WARD,42.65184046237008,-73.77073690770652,Entire home/apt,148,2,0,,,1,0,0,
826301775871257033,Rental unit in Albany · ★4.73 · 2 bedrooms · 2 beds · 1 bath,484673863,Blossom Estates,,NINTH WARD,42.65613,-73.77469,Entire home/apt,145,1,15,2023-09-03,2.01,2,305,15,
831122937768017113,Home in Albany · ★4.94 · 5 bedrooms · 5 beds · 2 baths,68750004,Tiffany,,FIFTEENTH WARD,42.67076,-73.82612,Entire home/apt,212,2,32,2023-09-25,4.71,1,0,32,
841524382518312215,Rental unit in Albany · 2 bedrooms · 2 beds · 1 bath,462042479,Natasha,,SIXTH WARD,42.66007584297136,-73.76976949435519,Entire home/apt,120,5,1,2023-09-04,1,2,359,1,
841524433909352403,Rental unit in Albany · ★4.38 · 2 bedrooms · 2 beds · 1 bath,462042479,Natasha,,SIXTH WARD,42.65987,-73.77025,Entire home/apt,120,2,8,2023-08-14,2.50,2,364,8,
843481456379840308,Rental unit in Albany · 3 bedrooms · 2 beds · 1 bath,188679144,Elizabeth,,SIXTH WARD,42.65481,-73.76352,Entire home/apt,90,1,2,2023-09-04,0.31,8,364,2,
845960193409947556,Home in Albany · ★4.94 · 4 bedrooms · 5 beds · 2 baths,268741708,Nanette,,FIRST WARD,42.63504,-73.79833,Entire home/apt,380,1,34,2023-09-14,5.34,1,58,34,
846586211673806912,Rental unit in Albany · ★4.88 · 3 bedrooms · 3 beds · 2 baths,49372011,Phil,,TWELFTH WARD,42.67336,-73.78619,Entire home/apt,175,3,8,2023-09-03,1.40,2,327,8,
850173470105833039,Townhouse in Albany · ★4.98 · 1 bedroom · 2 beds · 1 private bath,120815848,Phat,,SECOND WARD,42.6446,-73.75885,Private room,90,1,43,2023-09-28,7.25,1,332,43,
850653820133738660,Home in Albany · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,20536619,Emily,,THIRTEENTH WARD,42.67177,-73.79464,Private room,53,4,3,2023-08-20,1.43,1,50,3,
855336679720071303,Rental unit in Albany · ★4.65 · 1 bedroom · 2 beds · 1 bath,186074828,Blake,,SECOND WARD,42.6457663,-73.7586141,Entire home/apt,86,1,20,2023-09-18,3.41,1,80,20,
857981934159027424,Rental unit in Albany · ★4.80 · 1 bedroom · 1 bed · 1 bath,60293220,David,,THIRD WARD,42.65817,-73.74935,Entire home/apt,79,5,5,2023-09-03,1.15,3,355,5,
870292500281763717,Rental unit in Albany · ★4.73 · 1 bedroom · 2 beds · 1 bath,510191554,He,,FOURTEENTH WARD,42.66947,-73.81607,Entire home/apt,79,1,41,2023-09-29,7.41,1,72,41,
870457209918967324,Home in Albany · 1 bedroom · 1 bed · 1 private bath,177073982,Cristian,,FOURTEENTH WARD,42.66128,-73.80548,Private room,47,2,0,,,2,303,0,
876171723562246842,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,160195919,Joshua,,SIXTH WARD,42.65731,-73.7684,Entire home/apt,56,15,2,2023-09-02,0.40,1,66,2,
879054943124868639,Home in Albany · 1 bedroom · 1 bed · 1 shared bath,24423279,Leslie,,FOURTEENTH WARD,42.66065,-73.80439,Private room,199,7,0,,,1,121,0,
880290989870286099,Rental unit in Albany · ★4.88 · 3 bedrooms · 3 beds · 2 baths,49372011,Phil,,ELEVENTH WARD,42.67355,-73.78496,Entire home/apt,175,2,16,2023-09-10,3.40,2,175,16,
881231954286264195,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,37769478,Erion,,SIXTH WARD,42.65379,-73.76901,Entire home/apt,118,1,8,2023-06-13,1.57,7,106,8,
882229561343619620,Rental unit in Albany · ★4.94 · 1 bedroom · 1 bed · 1 bath,512736975,Miguelino,,TENTH WARD,42.6599733,-73.7747433,Entire home/apt,80,1,16,2023-09-24,3.50,1,162,16,
887167811237271928,Rental unit in Albany · ★4.85 · 1 bedroom · 2 beds · 1 shared bath,459472925,Gabriel,,THIRD WARD,42.66246,-73.76576,Private room,45,1,13,2023-09-16,3.31,2,273,13,
887179061681202083,Rental unit in Albany · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,459472925,Gabriel,,THIRD WARD,42.6628771,-73.76534029999999,Private room,45,1,11,2023-09-15,2.43,2,272,11,
888820187503274303,Rental unit in Albany · ★4.38 · 2 bedrooms · 3 beds · 1 bath,199669072,Sequasia,,FOURTEENTH WARD,42.66958,-73.80722,Entire home/apt,132,1,21,2023-09-23,5.53,1,360,21,
888859204851381094,Rental unit in Albany · ★5.0 · 2 bedrooms · 3 beds · 1 bath,121680792,Evolve,,THIRD WARD,42.6573,-73.7521,Entire home/apt,128,2,3,2023-08-27,0.67,7,361,3,
897797666103863249,Home in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,37769478,Erion,,TENTH WARD,42.66215778253739,-73.79234533756971,Entire home/apt,117,1,6,2023-09-03,1.70,7,354,6,
898743867240851780,Home in Albany · ★4.79 · 5 bedrooms · 6 beds · 2 baths,516414095,Rashawn,,TENTH WARD,42.66087,-73.78655,Entire home/apt,182,2,19,2023-09-29,5.43,1,73,19,
899222617912073384,Rental unit in Albany · 1 bedroom · 1 bed · 1 shared bath,9318285,Mesut,,FIFTEENTH WARD,42.67579,-73.82485,Private room,65,2,1,2023-07-26,0.44,1,365,1,
902166216060824525,Rental unit in Albany · ★4.73 · 2 bedrooms · 2 beds · 1 bath,47625981,Linda,,SEVENTH WARD,42.64787,-73.76707,Entire home/apt,155,1,11,2023-08-31,3.14,13,357,11,
902326803627859755,Home in Albany · 1 bedroom · 1 bed · 1 shared bath,349460842,Scott,,TENTH WARD,42.66174,-73.78325,Private room,60,89,0,,,5,364,0,
904392960639597224,Rental unit in Albany · ★5.0 · 1 bedroom · 2 beds · 2 baths,4259750,Peter,,THIRTEENTH WARD,42.6652959,-73.7868778,Entire home/apt,131,2,5,2023-09-10,1.33,9,177,5,
905007131419044966,Home in Albany · ★4.71 · 4 bedrooms · 4 beds · 1 bath,349460842,Scott,,TENTH WARD,42.66217,-73.78299,Entire home/apt,190,1,7,2023-09-23,2.63,5,336,7,
908035738595779392,Rental unit in Albany · ★5.0 · 1 bedroom · 2 beds · 1 bath,4763049,Steve,,THIRD WARD,42.65661,-73.7514,Entire home/apt,92,2,4,2023-08-02,1.28,1,0,4,
910155617642317638,Home in Albany · 1 bedroom · 1 bed · 1 shared bath,6203319,Melissa,,TENTH WARD,42.66292,-73.7909,Private room,95,1,1,2023-07-26,0.44,3,87,1,
917510613914219375,Home in Albany · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,6203319,Melissa,,TENTH WARD,42.66261,-73.79158,Private room,72,1,4,2023-08-20,1.40,3,89,4,
917639722733180899,Rental unit in Albany · ★4.87 · 2 bedrooms · 3 beds · 1 bath,471810429,Maria,,SEVENTH WARD,42.651937304486545,-73.78593011701557,Entire home/apt,131,1,39,2023-09-17,11.58,2,58,39,
919055506310955442,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,502751555,Grace,,FIFTH WARD,42.67292,-73.7776,Private room,93,1,0,,,1,364,0,
919729008458872053,Home in Albany · 1 bedroom · 1 bed · 1 shared bath,382446799,Elizabeth,,NINTH WARD,42.6559529,-73.7807478,Private room,33,1,2,2023-09-19,1.20,2,365,2,
921076441920995839,Rental unit in Albany · 1 bedroom · 1 bed · 1 bath,521669673,Kody,,THIRD WARD,42.6586,-73.75743,Entire home/apt,80,7,2,2023-09-07,1.11,1,176,2,
922634062451094710,Rental unit in Albany · 2 bedrooms · 2 beds · 1 bath,260986425,Connie,,NINTH WARD,42.65483722729842,-73.79149618599958,Entire home/apt,121,13,1,2023-08-14,0.61,1,61,1,
923172203280965740,Home in Albany · ★4.67 · 4 bedrooms · 7 beds · 1.5 baths,65282034,Archer,,TENTH WARD,42.66071,-73.78912,Entire home/apt,151,2,6,2023-09-08,2.34,1,303,6,
924826301876268684,Home in Albany · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,382446799,Elizabeth,,NINTH WARD,42.654965911269095,-73.78021704609974,Private room,44,1,6,2023-09-18,2.22,2,365,6,
928948908785846870,Rental unit in Albany · ★5.0 · 1 bedroom · 2 beds · 1 bath,441054845,Thaddeus,,THIRTEENTH WARD,42.6695423,-73.79606439999999,Entire home/apt,89,1,3,2023-09-12,1.38,1,227,3,
932618854176539492,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,232967878,Diana,,THIRTEENTH WARD,42.672943350526445,-73.79225342780366,Entire home/apt,125,1,5,2023-09-03,1.92,18,336,5,
932642358896439621,Rental unit in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,232967878,Diana,,THIRTEENTH WARD,42.67132410762948,-73.79247186675903,Entire home/apt,150,1,5,2023-08-26,2.11,18,362,5,
934035097653060273,Bed and breakfast in Albany · ★4.0 · 1 bedroom · 1 bed · 1 bath,493882819,Terra,,SIXTH WARD,42.656549255922755,-73.77433674199318,Private room,136,1,3,2023-09-02,1.32,6,190,3,
934744844940967492,Rental unit in Albany · 2 bedrooms · 2 beds · 1 bath,456511812,Evolve,,SIXTH WARD,42.65506,-73.76401,Entire home/apt,98,2,0,,,1,360,0,
