id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
936813047280772954,Rental unit in Albany · 1 bedroom · 2 beds · 1 bath,42708277,Rodney,,TENTH WARD,42.6597,-73.77416,Entire home/apt,95,1,2,2023-09-21,2,2,85,2,
937837897631191844,Hotel in Albany · 1 bedroom · 1 bed · 1 bath,526358730,Argus,,SIXTH WARD,42.658672199777634,-73.77478693204898,Private room,163,1,1,2023-09-03,1,12,192,1,
937838302933205871,Hotel in Albany · 1 bedroom · 1 bed · 1 bath,526358730,Argus,,ELEVENTH WARD,42.6606,-73.77284,Private room,163,1,0,,,12,183,0,
937871330299571029,Rental unit in Albany · ★4.94 · 2 bedrooms · 3 beds · 1 bath,471810429,Maria,,SEVENTH WARD,42.65184,-73.78582,Entire home/apt,128,1,18,2023-09-12,9.82,2,57,18,
937917144482762419,Hotel in Albany · 1 bedroom · 1 bed · 1 bath,526358730,Argus,,TENTH WARD,42.659082586070085,-73.77455698333637,Private room,163,1,2,2023-08-27,1.20,12,198,2,
937927979762952955,Hotel in Albany · 1 bedroom · 1 bed · 1 bath,526358730,Argus,,TENTH WARD,42.66043,-73.77432,Private room,163,1,0,,,12,198,0,
937935210290408974,Hotel in Albany · 1 bedroom · 1 bed · 1 bath,526358730,Argus,,SIXTH WARD,42.65846944486231,-73.77272373106814,Private room,167,1,0,,,12,197,0,
937943638262956751,Hotel in Albany · 1 bedroom · 1 bed · 1 bath,526358730,Argus,,SIXTH WARD,42.65908020134226,-73.77325860057209,Private room,281,1,0,,,12,189,0,
937959604296602771,Hotel in Albany · 1 bedroom · 1 bed · 1 bath,526358730,Argus,,TENTH WARD,42.66003431746541,-73.77320091698593,Private room,185,1,0,,,12,187,0,
937966967490420635,Hotel in Albany · 1 bedroom · 1 bed · 1 bath,526358730,Argus,,SIXTH WARD,42.658565440198664,-73.77439829468118,Private room,181,1,0,,,12,195,0,
938260134617291567,Hotel in Albany · 1 bedroom · 1 bed · 1 bath,526358730,Argus,,SIXTH WARD,42.658926587547136,-73.77448006832087,Private room,181,1,0,,,12,190,0,
938266199766701429,Hotel in Albany · 1 bedroom · 1 bed · 1 bath,526358730,Argus,,TENTH WARD,42.660367202946986,-73.77326955672677,Private room,181,1,0,,,12,194,0,
938271786418327576,Hotel in Albany · 1 bedroom · 1 bed · 1 bath,526358730,Argus,,SIXTH WARD,42.65868261789235,-73.77332643473149,Private room,281,1,0,,,12,192,0,
938280419686165005,Guesthouse in Albany · 3 bedrooms · 4 beds · 2 baths,526358730,Argus,,TENTH WARD,42.660362531234114,-73.77290224418863,Entire home/apt,364,1,2,2023-08-18,1.11,12,187,2,
938421117122010799,Home in Albany · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,116935236,Fs,,ELEVENTH WARD,42.6708367,-73.7853116,Private room,50,2,4,2023-09-02,1.76,3,364,4,
938431811499141903,Home in Albany · 1 bedroom · 1 bed · 1 shared bath,116935236,Fs,,THIRTEENTH WARD,42.669735657513975,-73.78610658197474,Private room,40,2,1,2023-07-23,0.42,3,348,1,
938475906652462790,Rental unit in Albany · 2 bedrooms · 2 beds · 1 bath,132766782,Kelly,,TWELFTH WARD,42.673982043290124,-73.7912638431355,Entire home/apt,110,3,0,,,1,252,0,
938894985185379818,Rental unit in Albany · ★4.0 · 2 bedrooms · 2 beds · 1 bath,462767507,Joshua,,SIXTH WARD,42.653620765365424,-73.76516979652169,Entire home/apt,120,3,4,2023-09-15,2.93,3,340,4,
940012438497375577,Home in Albany · 1 bedroom · 1 bed · 1 private bath,172539578,David Yisrael,,FIFTEENTH WARD,42.68001107488553,-73.81705995884008,Private room,71,2,1,2023-08-23,0.75,3,85,1,
942329036354117336,Rental unit in Albany · ★New · 2 bedrooms · 2 beds · 1 bath,491607190,Abba,,FOURTEENTH WARD,42.65801,-73.80049,Entire home/apt,136,1,2,2023-09-17,2,6,36,2,
942355055662538072,Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,491607190,Abba,,FOURTEENTH WARD,42.657984040044035,-73.80128215056936,Private room,105,1,1,2023-08-07,0.54,6,20,1,
943344283913343832,Home in Albany · ★New · 4 bedrooms · 12 beds · 2 baths,39656001,Urbangem,,SECOND WARD,42.642978050189676,-73.75701914464297,Entire home/apt,599,2,0,,,6,364,0,
943359292008970578,Home in Albany · ★New · 4 bedrooms · 10 beds · 2 baths,39656001,Urbangem,,SECOND WARD,42.64424112276753,-73.75675302182465,Entire home/apt,299,2,0,,,6,362,0,
950211425725610511,Rental unit in Albany · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1717342,David,,SIXTH WARD,42.6541815,-73.76086049999999,Entire home/apt,141,1,9,2023-09-23,6.14,2,258,9,
950613505102507073,Home in Albany · ★New · 3 bedrooms · 4 beds · 2 baths,529844022,Shirin,,FIRST WARD,42.63855425549474,-73.76927029173929,Entire home/apt,185,1,0,,,1,181,0,
952926915362736697,Home in Albany · ★4.72 · 2 bedrooms · 3 beds · 2.5 baths,506878844,Bell Beyond Incorporated,,EIGHTH WARD,42.65415107035281,-73.83475944399834,Entire home/apt,148,1,18,2023-09-28,10.38,1,159,18,
956423465030072969,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,491607190,Abba,,TENTH WARD,42.66000843071908,-73.77397295619353,Entire home/apt,105,1,5,2023-09-29,3.41,6,22,5,
957914480227791276,Home in Albany · ★5.0 · 2 bedrooms · 2 beds · 2 baths,217254883,Ermenita,,NINTH WARD,42.6549886,-73.79390939999999,Entire home/apt,135,1,7,2023-09-26,4.77,1,319,7,
958199983873241221,Home in Albany · ★New · 1 bedroom · 2 beds · 1 bath,172539578,David Yisrael,,FIFTEENTH WARD,42.678962799458816,-73.81724461913109,Entire home/apt,146,2,0,,,3,173,0,
961998123616790842,Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,491607190,Abba,,SIXTH WARD,42.655862861204575,-73.76206230663061,Entire home/apt,126,1,0,,,6,21,0,
963920695464462572,Rental unit in Albany · ★5.0 · 1 bedroom · 1 bed · 1 bath,189586864,Justin,,SIXTH WARD,42.65240863051438,-73.77002141071337,Entire home/apt,89,1,3,2023-09-01,2.65,1,269,3,
966287799980701967,Rental unit in Albany · ★New · 2 bedrooms · 2 beds · 1 bath,374765317,Tanjin,,FIFTEENTH WARD,42.67059398561849,-73.81678288145305,Entire home/apt,103,3,0,,,1,92,0,
971129128316810875,Rental unit in Albany · ★New · 2 bedrooms · 2 beds · 1 bath,535042691,Chadell,,THIRD WARD,42.65679550669701,-73.75335661522755,Entire home/apt,108,1,1,2023-09-29,1,1,164,1,
977590835503122512,Rental unit in Albany · ★New · 1 bedroom · 2 beds · 1 bath,42708277,Rodney,,SIXTH WARD,42.65393638118671,-73.7639795523292,Entire home/apt,96,1,1,2023-09-29,1,2,267,1,
977732791678350126,Rental unit in Albany · ★New · 2 bedrooms · 2 beds · 2 baths,440217250,James,,THIRD WARD,42.65393539999999,-73.7513252,Entire home/apt,129,180,0,,,1,249,0,
980034348801186320,Rental unit in Albany · ★New · 2 bedrooms · 3 beds · 1 bath,241123402,JShing,,SIXTH WARD,42.65312775001394,-73.76950465142727,Entire home/apt,106,1,0,,,1,353,0,
980413726629488708,Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,536994984,Deanna,,SEVENTH WARD,42.652463321813265,-73.77498766972566,Entire home/apt,236,1,0,,,1,270,0,
982693659548505667,Home in Albany · ★New · 1 bedroom · 1 bed · 1.5 baths,537423220,Souhimbou,,SIXTH WARD,42.6528803,-73.7728192,Private room,37,1,0,,,1,247,0,
983306819910081094,Rental unit in Albany · ★New · 2 bedrooms · 4 beds · 1 bath,114183978,Tyrell,,FIFTH WARD,42.66627900500492,-73.76511947562057,Entire home/apt,120,2,0,,,1,178,0,
983307301778877403,Rental unit in Albany · ★New · 3 bedrooms · 3 beds · 1 bath,426223840,Antonio,,ELEVENTH WARD,42.66391565517209,-73.77786945551634,Entire home/apt,180,1,1,2023-09-23,1,1,264,1,
989010058281318863,Rental unit in Albany · ★New · 1 bedroom · 2 beds · 1 bath,75667477,Ahmad,,SIXTH WARD,42.65411,-73.76129,Entire home/apt,87,3,0,,,1,120,0,
989897095065962672,Home in Albany · ★New · 4 bedrooms · 4 beds · 1.5 baths,109133858,Priscilla,,THIRTEENTH WARD,42.671599252081194,-73.79798656710622,Entire home/apt,218,1,0,,,1,269,0,
991542913974291434,Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,539608284,Joyhefsiba,,THIRD WARD,42.65954435151665,-73.76390344133686,Entire home/apt,70,1,0,,,3,364,0,
991570194844291149,Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,539608284,Joyhefsiba,,THIRD WARD,42.65978338276596,-73.76243000009309,Entire home/apt,70,1,0,,,3,270,0,
991584891112096040,Rental unit in Albany · ★New · 1 bedroom · 1 bed · 1 bath,539608284,Joyhefsiba,,THIRD WARD,42.65977903700201,-73.76326751583964,Entire home/apt,71,1,0,,,3,270,0,
